T6,T9,T12,T15,T18,Ne6,Ne9,Ne12,Ne15,Ne18,Vdir6,Vvit6,Vdir9,Vvit9,Vdir12,Vvit12,Vdir15,Vvit15,Vdir18,Vvit18,Vx,maxO3v,maxO3
-0.5531486197322426,-1.1556458223664057,-1.2431986535814028,-1.2780090602953518,-1.2921656692985946,1.0273379646949732,1.1102295395439434,1.1484975286893564,1.2308716504147166,1.254574524718697,0.6969838199544267,-0.30610800376496355,0.8853913726221976,0.1286037689228883,0.9045762259968859,-0.2571604259120492,1.2018760330316756,-0.39275334659181504,-1.40516046225953,-0.22834031271790373,-0.7990029950725798,-1.0067507421029147,47.6
-0.7070923305850889,-1.6909886035794903,-1.1412525732380554,-0.5560919750257897,-0.4836877114442555,1.0273379646949732,1.1102295395439434,0.7197172970898061,-2.1886710629464536,-1.7796968910535016,-0.813927413906512,-0.30610800376496355,-0.32772429021920985,-0.9284036127298412,-0.23000548605579135,-0.7413633900167182,-0.8757980813008622,-1.8425384081489862,1.320202785266898,-1.3646052021950916,0.2054123370106674,-1.6493213806939038,56.2
-2.220872153971412,-2.0316612825332716,-0.529576091177971,0.22281856434400155,0.2853522972464566,-0.3471466881387501,-0.054714661518194554,-1.4241838609079454,-1.333785384606161,-0.6418451101389272,1.0524923455687651,-0.30610800376496355,-1.6341565425099562,-0.9284036127298412,1.282770130014445,-1.7097693182260565,-0.3337961384315045,-1.3592767209632624,-0.1663589861111536,-0.7964727574564977,0.10624948271302284,-1.2708208675512664,61.8
-0.7070923305850889,-1.4233172129729479,-1.6305937588861232,-1.5439785127630854,-1.4499174659530993,1.0273379646949732,0.7219148058565642,0.7197172970898061,0.8034288112445703,1.254574524718697,-1.524944465135189,0.3167515365801571,-1.7274731319592953,0.1286037689228883,1.3773186060188347,-0.7413633900167182,1.2922096901765685,-0.8760150337775388,1.320202785266898,-0.22834031271790373,0.05437745161989825,-1.024355417132805,50.8
-0.6301204751586655,-1.3503159246257088,-1.1412525732380554,-1.145024334061485,-1.0752569488986496,1.0273379646949732,0.7219148058565642,1.1484975286893564,1.2308716504147166,0.8752905977471722,1.2302466083759345,-0.30610800376496355,1.3519743198688927,-0.9284036127298412,0.7154792739881063,-1.7097693182260565,1.0212087187418897,-0.8760150337775388,1.320202785266898,-0.22834031271790373,-0.08013029138793012,-1.5084839804547832,59.8
-0.8610360414379352,-1.496318501320187,-1.3859231660620894,-1.35400033242899,-1.1541328472259023,1.0273379646949732,1.1102295395439434,1.1484975286893564,1.2308716504147166,0.8752905977471722,0.43035242574367283,-0.9289675441100842,0.3254918359261634,-0.39989992190347645,0.8100277499924962,-1.2255663541213875,0.8405414044521038,-1.8425384081489862,1.320202785266898,-0.7964727574564977,-0.33951944184018984,-1.1123787922822557,53.4
-0.2709184831686909,-1.3016483990608831,-1.2431986535814028,-1.0310374258610278,-1.2330087455531549,1.0273379646949732,1.1102295395439434,1.1484975286893564,0.8034288112445703,0.8752905977471722,1.14136947697235,-0.9289675441100842,1.4452909093182318,-0.9284036127298412,1.3773186060188347,-1.7097693182260565,1.1115423758867826,0.09050834059390866,1.4027895503434564,0.33979213202069025,0.15507704020928995,-1.3940535927604973,49.4
-0.5788059048743835,-0.7176380922829723,-0.774246684002005,-0.93604833569398,-0.956943101407771,1.0273379646949732,0.7219148058565642,-1.8529640925074957,-0.9063425454360147,0.8752905977471722,-1.524944465135189,0.9396110769252777,-1.074257005813922,1.1856111505756177,-1.0809417700952992,0.7112455022972891,-1.5984673384600057,0.5737700277796324,-0.9096398718001795,0.33979213202069025,1.9451115352149577,-1.5701003430593985,82.8
-2.195214868829271,-1.9586599941860328,-1.4470908142680976,-1.2210156061951232,-1.094975923480463,-1.0343890145556118,-0.4430293952055739,-0.9954036293083951,-0.05145686709572217,0.11672274380412252,-1.080558808117266,0.3167515365801571,-0.980940416364583,1.1856111505756177,-1.0809417700952992,-0.2571604259120492,-1.146799052735541,0.09050834059390866,-0.9096398718001795,-0.22834031271790373,1.3652118024801942,-0.10010997806357408,76.8
-2.3491585796821175,-1.7153223663619033,-1.0800849250320472,-0.7270723373264752,-0.8189102793350791,0.34009563827811157,0.3336000721691848,-0.5666233977088447,-0.4788997062658684,0.8752905977471722,1.4080008711831038,-0.30610800376496355,-1.354206774161939,-1.456907303556206,-1.3645871981084685,-1.2255663541213875,-1.146799052735541,-0.39275334659181504,-0.9922266368767378,-0.22834031271790373,0.7076345005456093,-0.36418010351192576,92.6
